id,address
19857,"410033, Российская Федерация, Саратовская область, г. Саратов, ул. Крылова Н.И., 1 ""б"""
19958,"410028, Саратовская область, Саратов, ул. им. Чернышевского Н.Г., д. 141"
19964,"410003, Россия, Саратовская область, г. Саратов, ул. им. Горького А.М., д. 91, офис. 2"
19965,"410033, Россия, Саратовская область, г. Саратов, ул. Гвардейская, д. 28, помещение 5."
19992,"410048, Россия, Саратовская область, г. Саратов, ул. Химическая, д. 7, кв. 136"
20124,"410044, Российская Федерация, Саратовская область, г. Саратов, ул. 3-й Студеный проезд, б/н"
20133,"410049, Российская Федерация, Саратовская область, г. Саратов, пр. Энтузиастов, д. 31"
20699,"410069, Россия, Саратовская область, Саратов, проспект Строителей, 2, комната 6"
20756,"410010, Российская Федерация, Саратовская область, г. Саратов, ул. Безымянная, дом 6 В"
20767,"410012, Россия, Саратовская область, г. Саратов, ул. Рабочая, д. 145/155"
20904,"410056, Российская Федерация, Саратовская область, г. Саратов, ул. Вольская, д. № 45"
21244,"410054, Россия, Саратовская область, г. Саратов, ул. 2-я Садовая, д. 99"
21250,"410044, Саратовская область, г. Саратов, ул. 2-ая Прокатная, б/н"
21310,"410004, Россия, Саратовская область, г. Саратов, ул. Чернышевского, 63"
21784,"410076, Россия, Саратовская область, г. Саратов, улица Чернышевского, д. 16 ""А"""
21814,"410086, Россия, Саратовская область, г. Саратов, ул. 2-я Степная, б/н"
21838,"410076, Российская Федерация, Саратовская область, г. Саратов, ул. Орджоникидзе, дом 26"
21845,"410064, Россия, Саратовская область, г. Саратов, ул. им. Тархова С.Ф., 19 ""Б"""
21869,"410040, Российская Федерация, Саратовская область, г. Саратов, пр. 50 лет Октября, д. 71"
22179,"410015, Российская Федерация, Саратовская область, г. Саратов, площадь им. Орджоникидзе Г.К., дом 11"
22189,"410056, Россия, Саратовская область, г. Саратов, Ильинская пл., 7"
22281,"410001, Россия, Саратовская область, г. Саратов, ул. Огородная, дом 101 ""А"""
22298,"410009, Россия, Саратовская область, г. Саратов, проспект 50 лет Октября, д. 7"
22487,"410035, Россия, Саратовская область, г. Саратов, ул. Днепропетровская, д. 5"
22507,"410086, Российская Федерация, Саратовская область, г. Саратов, ул. 3-я Степная, дом 8"
22508,"410002, Российская Федерация, Саратовская область, г. Саратов, улица Менякина Ю.И., д. 1"
22617,"410017, Россия, Саратовская область, г. Саратов, ул. Шелковичная, д. № 29/35, комната № 5"
22960,"410053, Россия, Саратовская область, г. Саратов, Смирновское ущелье, 1"
23190,"410031, Российская Федерация, Саратовская область, г. Саратов, улица им. Лермонтова М.Ю., дом 36"
23214,"410008, Российская Федерация, Саратовская область, г. Саратов, 3-й Детский проезд, д. 10/12"
23269,"410049, Российская Федерация, Саратовская область, г. Саратов, ул. Пензенская, д. 39"
23350,"410078, Российская Федерация, Саратовская область, г. Саратов, улица Рабочая, дом 144"
23472,"410017, Российская Федерация, Саратовская область, г. Саратов, ул. 2-ая Садовая,  д.28/34"
23486,"410080, Российская Федерация, Саратовская область, г. Саратов, Проспект Строителей, д. 36-а"
23619,"410049, Россия, Саратовская область, г. Саратов, ул. Барнаульская, дом 34"
23625,"410022, Россия, Саратовская область, г. Саратов, улица Новокрекингская, дом 6"
23674,"410600, Российская Федерация, Саратовская область, г. Саратов, ул. Мичурина, дом 82/84, помещение 10"
23987,"410012, Российская Федерация, Саратовская область, г. Саратов, ул. им. Разина С.Т., д. 54, кв. 274"
23995,"410012, Российская Федерация, Саратовская область, г. Саратов, ул. им. Разина Ст.Т., д. 54, кв. 274"
24012,"410019, Россия, Саратовская область, г. Саратов, ул. Танкистов, д. 70"
24555,"410054, Российская Федерация, Саратовская область, г. Саратов, ул. 2-я Садовая, д. 99"
24593,"410033, Российская Федерация, Саратовская область, г. Саратов, ул. Гвардейская, 7 а"
25036,"410031, Россия, Саратовская область, г. Саратов, ул. им. Радищева А.Н., д. 24 литер Б"
25047,"410002, Россия, Саратовская область, г. Саратов, улица Московская, дом 23"
25106,"410056, Российская Федерация, Саратовская область, г. Саратов, Шелковичная, 4 А"
25109,"410074, Российская Федерация, Саратовская область, г. Саратов, ул. Камчатская, дом № 1"
25491,"410036, Российская Федерация, Саратовская область, г. Саратов, ул. Огородная, д. 142"
25526,"410028, Российская Федерация, Саратовская область, г. Саратов, ул. Провиантская, 23"
25530,"410017, Саратовская область, г. Саратов, Весенний проезд, 4"
25689,"410600, Россия, Саратовская область, г. Саратов, ул. М. Горького, д. 27"
25697,"410059, Российская Федерация, Саратовская область, г. Саратов, пл. Советско-Чехословацкой дружбы, корпус 42"
25736,"410012, Российская Федерация, Саратовская область, г. Саратов, ул. Слонова, 72а"
26268,"410507, Российская Федерация, Саратовская область, г. Саратов, поселок Жасминный, улица Строителей, дом 12"
26315,"410056, Российская Федерация, Саратовская область, г. Саратов, ул. им. Рахова В.Г., дом 44/54"
26650,"410062, г. Саратов, Московское шоссе, д. 79"
26657,"410005, Российская Федерация, Саратовская область, г. Саратов, улица Большая Горная, дом 313"
26677,"410053, Российская Федерация, Саратовская область, г. Саратов, ул. Клочкова, д. 85"
26689,"410071, Россия, Саратовская область, г. Саратов, ул. Астраханская, 43"
27691,"410023, Россия, Саратовская область, г. Саратов, ул. Московская, д. 158"
27918,"400131, Российская Федерация, Волгоградская область, г. Волгоград, 410038, г. Саратов, ул. Симбирская, д. 154 А"
28270,"410056, Россия, Саратовская область, г. Саратов, ул. Бахметьевская, д. 49, пом. 18"
28317,"410018, Саратовская область, г. Саратов, ул.Усть-Курдюмская, д. 3"
28346,"410062, Российская Федерация, Саратовская область, г. Саратов, ул. Автокомбинатовская, 15"
28557,"400065, Россия, Волгоградская область, г. Волгоград, 410009, РФ, Саратов, пр.50 лет Октября, д. 70, кв. 173"
28808,"410008, Российская Федерация, Саратовская область, г. Саратов, ул. 2-я Садовая, д. 115/121"
28875,"410035, Российская Федерация, Саратовская область, г. Саратов, улица Бардина, 4"
